QTo-W-0037	149	149	173	173	220	224	137	137	197	197	-9	-9	108	114	162	164	223	229
QTo-W-0039	149	149	179	179	222	228	137	137	187	201	-9	-9	108	108	162	162	229	229
QTo-W-0040	149	149	179	179	222	228	137	137	187	201	-9	-9	108	108	162	162	229	229
QTo-W-0041	149	149	179	179	222	228	137	137	187	201	234	242	108	108	162	162	229	229
QTo-W-0044	149	149	176	176	220	226	137	137	195	195	210	222	108	116	162	162	226	226
QTo-W-0047	149	149	176	176	218	220	137	137	247	247	214	222	108	108	160	162	226	229
QTo-W-0048	149	149	176	176	218	220	137	137	243	243	-9	-9	108	108	160	162	226	229
QTo-W-0049	149	149	173	173	218	220	137	137	203	203	206	214	108	108	160	162	226	229
QTo-W-0050	149	149	173	182	224	226	137	137	-9	-9	-9	-9	108	108	162	162	226	229
QTo-W-0052	147	147	176	176	220	220	137	137	195	195	210	218	108	108	162	162	223	229
QTo-W-0054	149	149	173	173	218	218	137	137	203	203	206	218	108	108	160	162	226	229
QTo-W-0055	149	149	173	173	218	218	137	137	203	203	206	218	108	108	160	162	226	229
QTo-W-0056	149	149	173	176	218	218	137	137	203	203	206	214	108	108	160	160	226	229
QTo-W-0057	149	149	173	176	218	220	137	137	203	203	206	222	108	108	160	162	226	226
QTo-W-0058	149	149	173	173	218	256	137	137	203	203	218	218	108	108	160	162	226	229
QTo-W-0059	149	149	173	176	218	226	137	137	195	203	206	210	108	108	160	162	226	229
QTo-W-0060	149	149	173	176	218	218	137	137	203	203	218	222	108	108	160	162	226	229
QTo-W-0061	149	149	179	179	228	256	137	137	203	203	218	246	108	108	162	162	226	229
QTo-W-0062	149	149	173	173	218	256	137	137	203	203	-9	-9	108	108	160	162	226	229
QTo-W-0063	149	149	173	173	218	256	137	137	203	203	-9	-9	108	108	160	162	226	229
QTo-W-0064	149	149	173	173	218	256	137	137	203	203	-9	-9	108	108	160	162	226	229
QTo-W-0065	149	149	179	179	218	256	137	137	203	203	-9	-9	108	108	160	162	226	229
QTo-W-0067	149	149	176	179	218	256	137	137	203	203	218	222	108	108	162	162	229	229
QTo-W-0071	149	149	179	179	222	258	137	137	187	187	222	258	108	108	162	162	226	229
QTo-W-0072	149	149	179	179	226	226	137	137	187	187	210	238	108	110	162	162	229	229
QTo-W-0073	149	149	-9	-9	-9	-9	137	137	201	203	-9	-9	108	110	162	162	229	229
QTo-W-0075	149	149	179	179	226	226	137	137	201	201	210	216	108	108	162	162	229	229
QTo-W-0076	149	149	179	179	222	226	137	137	197	201	-9	-9	108	110	162	162	226	229
QTo-W-0077	149	149	173	179	218	226	137	137	201	243	-9	-9	108	108	162	162	229	229
QTo-W-0078	149	149	173	179	222	226	-9	-9	-9	-9	-9	-9	108	108	162	162	226	229
QTo-W-0079	149	149	179	179	226	226	137	137	203	203	208	216	110	110	162	162	229	229
QTo-W-0080	149	149	-9	-9	218	222	137	137	203	235	218	234	108	110	162	162	229	229
QTo-W-0081	149	149	179	179	218	222	137	137	197	201	-9	-9	108	110	162	162	229	229
QTo-W-0082	149	149	179	179	222	226	137	137	203	203	208	258	108	110	162	162	226	229
QTo-W-0087	149	149	179	179	218	226	137	137	201	203	216	238	108	110	162	162	229	229
QTo-W-0088	149	149	179	179	218	226	137	137	201	203	-9	-9	108	110	162	162	229	229
QTo-W-0089	149	149	179	179	222	226	137	137	197	201	-9	-9	108	110	162	162	229	229
QTo-W-0090	149	149	179	179	222	226	137	137	197	201	222	240	108	110	162	162	229	229
QTo-W-0091	149	149	179	179	222	226	137	137	197	201	222	240	108	110	162	162	229	229
QTo-W-0093	149	149	179	182	226	228	137	137	201	203	-9	-9	108	108	162	162	226	226
QTo-W-0097	149	149	179	182	226	228	137	137	201	203	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0098	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0099	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0100	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0101	149	149	179	182	226	226	137	137	187	187	-9	-9	108	108	160	162	226	229
QTo-W-0102	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0103	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0104	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0105	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0106	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0107	149	149	179	182	226	226	-9	-9	-9	-9	-9	-9	-9	-9	160	162	226	229
QTo-W-0108	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0110	149	149	179	182	226	226	137	137	187	187	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0111	149	149	179	182	226	226	137	137	187	187	-9	-9	108	108	160	162	226	229
QTo-W-0112	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0113	149	149	179	182	226	226	137	137	187	187	238	238	108	108	160	162	226	229
QTo-W-0114	149	149	179	182	226	226	137	137	187	187	210	238	108	108	162	162	229	229
QTo-W-0115	149	149	179	182	226	226	137	137	187	187	210	238	108	108	162	162	229	229
QTo-W-0116	149	149	182	182	226	226	137	137	-9	-9	210	238	108	108	162	162	226	229
QTo-W-0117	149	149	182	182	226	226	137	137	-9	-9	-9	-9	108	108	162	162	226	229
QTo-W-0118	149	149	182	182	226	226	137	137	249	249	210	238	108	108	162	162	226	229
QTo-W-0119	149	149	182	182	226	226	137	137	-9	-9	210	238	108	108	162	162	226	229
QTo-W-0121	149	149	182	182	226	226	137	137	201	249	-9	-9	108	108	162	162	226	229
QTo-W-0122	149	149	182	182	226	226	137	137	201	249	-9	-9	108	108	162	162	226	229
QTo-W-0124	149	149	173	173	218	220	137	137	-9	-9	222	256	108	108	160	162	226	226
QTo-W-0125	149	149	173	173	218	220	137	137	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0126	149	149	173	173	218	220	137	137	-9	-9	222	256	108	108	160	162	226	226
QTo-W-0127	149	149	173	173	218	220	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0128	149	149	173	173	218	220	137	137	201	201	222	256	108	108	160	162	226	226
QTo-W-0129	149	149	173	173	218	220	137	137	201	201	222	254	108	108	160	162	226	226
QTo-W-0131	149	149	173	179	218	258	137	137	-9	-9	214	246	108	110	162	164	229	229
QTo-W-0132	149	149	182	182	220	226	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0133	149	149	176	179	220	228	137	137	199	199	-9	-9	108	108	160	162	229	229
QTo-W-0134	-9	-9	-9	-9	-9	-9	137	137	199	199	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0137	149	149	179	179	222	228	137	137	187	235	222	238	108	108	162	162	226	226
QTo-W-0138	149	149	173	176	218	220	137	137	245	245	218	236	108	108	160	162	226	226
QTo-W-0139	149	149	176	179	222	264	137	137	195	195	210	236	108	108	164	164	223	229
QTo-W-0140	149	149	-9	-9	222	264	137	137	195	195	-9	-9	108	108	164	164	223	229
QTo-W-0141	149	149	-9	-9	222	264	137	137	195	195	-9	-9	108	108	164	164	223	229
QTo-W-0142	149	149	179	179	222	264	137	137	195	195	210	236	108	108	164	164	223	229
QTo-W-0143	-9	-9	-9	-9	222	222	137	137	195	195	-9	-9	108	108	164	164	223	229
QTo-W-0144	149	149	173	173	218	222	137	137	187	199	206	248	108	108	160	162	229	229
QTo-W-0145	149	149	173	173	218	222	137	137	187	199	206	248	108	108	160	162	229	229
QTo-W-0147	-9	-9	-9	-9	-9	-9	137	137	187	199	-9	-9	108	108	162	162	229	229
QTo-W-0148	149	149	173	173	218	222	137	137	187	199	206	248	108	108	160	162	229	229
QTo-W-0149	149	149	179	179	230	230	137	137	217	219	-9	-9	108	108	-9	-9	229	229
QTo-W-0150	149	149	179	179	230	230	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0151	149	149	179	179	230	230	137	137	219	219	216	218	108	108	-9	-9	229	229
QTo-W-0152	149	149	179	179	230	230	137	137	219	219	216	218	108	108	-9	-9	229	229
QTo-W-0153	149	149	179	179	230	230	137	137	219	219	-9	-9	108	108	-9	-9	229	229
QTo-W-0154	149	149	179	179	222	230	137	137	187	219	210	236	108	108	162	162	229	229
QTo-W-0155	149	149	179	179	222	230	137	137	187	219	210	236	108	108	162	162	229	229
QTo-W-0156	149	149	179	179	222	230	137	137	187	219	210	236	108	108	162	162	229	229
QTo-W-0159	149	149	-9	-9	222	228	137	137	187	187	206	210	108	108	162	162	226	229
QTo-W-0161	149	149	-9	-9	222	230	137	137	187	187	236	236	108	108	162	162	229	229
QTo-W-0162	149	149	182	182	222	260	137	137	187	187	210	216	108	108	162	166	229	229
QTo-W-0163	149	149	179	179	218	222	137	137	-9	-9	206	216	108	110	158	162	223	229
QTo-W-0167	149	149	176	176	224	226	137	137	187	187	-9	-9	108	108	162	162	226	229
QTo-W-0170	149	149	176	182	220	222	137	137	187	187	234	258	108	108	162	162	226	229
QTo-W-0171	149	149	173	173	222	258	137	137	-9	-9	-9	-9	108	108	162	162	226	229
QTo-W-0172	149	155	182	182	228	262	137	137	-9	-9	-9	-9	108	108	162	164	226	229
QTo-W-0173	149	149	176	179	222	228	137	137	187	187	-9	-9	108	108	162	162	226	229
QTo-W-0174	149	149	179	179	220	226	137	137	187	187	206	210	108	108	162	162	229	229
QTo-W-0175	149	149	173	179	218	258	137	137	245	245	218	252	108	108	162	162	229	229
QTo-W-0176	149	149	173	179	218	258	137	137	245	245	218	252	108	108	162	162	229	229
QTo-W-0180	149	149	173	173	218	218	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
QTo-W-0182	149	149	-9	-9	218	220	137	137	201	243	-9	-9	108	116	162	162	226	226
QTo-W-0184	149	149	170	170	218	220	137	137	187	187	208	210	108	108	162	162	229	229
QTo-W-0188	149	149	176	176	228	258	137	137	187	187	206	210	108	108	158	162	226	229
QTo-W-0189	149	149	176	176	228	258	137	137	187	187	206	210	108	108	158	162	226	229
QTo-W-0190	149	149	176	176	228	258	137	137	187	187	206	210	108	108	158	162	226	229
QTo-W-0191	149	149	176	176	228	258	137	137	187	187	206	210	108	108	158	162	226	229
QTo-W-0192	149	149	179	179	218	234	137	137	187	243	-9	-9	108	108	160	162	229	229
QTo-W-0193	149	149	179	179	218	234	137	137	187	229	206	218	108	108	160	162	229	229
QTo-W-0194	149	149	179	179	218	234	137	137	187	243	206	218	108	108	160	162	229	229
QTo-W-0195	149	149	179	179	218	234	137	137	187	243	-9	-9	108	108	160	162	229	229
QTo-W-0196	149	149	179	179	218	228	137	137	-9	-9	210	210	108	108	158	162	229	229
QTo-W-0197	149	149	179	179	218	228	137	137	201	201	210	210	108	108	158	162	229	229
QTo-W-0200	149	149	-9	-9	224	232	137	137	187	187	242	248	112	114	162	162	226	226
QTo-W-0201	-9	-9	-9	-9	224	232	137	137	187	187	242	248	112	114	162	162	226	226
QTo-W-0202	-9	-9	-9	-9	224	232	137	137	187	187	242	248	112	114	162	162	226	226
QTo-W-0205	147	155	176	176	220	228	137	137	187	187	210	210	108	108	162	162	223	223
QTo-W-0206	147	155	176	176	220	228	137	137	187	187	210	210	108	108	162	162	223	223
QTo-W-0208	149	149	176	176	220	222	137	137	187	203	210	224	108	110	160	162	226	229
QTo-W-0210	149	149	176	176	220	222	137	137	187	203	210	224	108	110	160	162	226	229
QTo-W-0211	149	155	176	182	258	258	137	137	187	187	206	234	108	108	158	162	229	232
QTo-W-0212	155	155	176	176	220	228	137	137	187	187	-9	-9	108	108	160	162	223	223
QTo-W-0213	155	155	176	176	220	228	137	137	187	187	210	234	108	108	160	162	223	223
QTo-W-0214	155	155	176	176	220	228	137	137	187	187	210	234	108	108	160	162	223	223
QTo-W-0216	149	149	179	179	218	220	137	139	215	215	-9	-9	108	112	158	162	226	229
QTo-W-0217	-9	-9	-9	-9	-9	-9	137	139	215	215	-9	-9	108	112	158	162	226	229
QTo-W-0219	-9	-9	-9	-9	-9	-9	137	139	215	215	-9	-9	108	112	158	162	226	229
QTo-W-0220	149	149	179	179	218	220	137	139	215	215	214	224	108	112	158	162	226	229
QTo-W-0221	149	149	179	179	222	232	-9	-9	-9	-9	-9	-9	-9	-9	160	164	226	232
QTo-W-0224	149	149	182	182	220	222	137	137	-9	-9	214	218	108	110	162	164	226	226
QTo-W-0225	161	161	-9	-9	218	250	137	137	187	203	216	234	104	108	162	162	223	226
QTo-W-0227	149	149	179	179	220	232	137	137	197	197	-9	-9	108	108	158	158	226	226
QTo-W-0229	161	161	179	179	222	250	137	137	203	203	216	242	104	110	162	162	223	226
QTo-W-0231	147	155	173	173	220	260	137	137	201	205	214	230	110	118	162	164	223	229
QTo-W-0232	-9	-9	-9	-9	-9	-9	137	137	187	187	-9	-9	108	110	162	162	223	229
QTo-W-0233	149	149	179	179	220	232	137	137	197	197	-9	-9	108	108	158	158	226	226
QTo-W-0237	-9	-9	-9	-9	222	222	135	137	187	187	-9	-9	106	106	160	160	226	226
QTo-W-0238	149	149	-9	-9	222	222	137	137	187	187	-9	-9	108	108	162	162	223	226
QTo-W-0240	149	149	173	173	222	260	137	137	187	187	210	222	108	114	162	162	223	229
QTo-W-0242	149	149	179	182	222	226	137	137	187	187	210	238	108	108	158	164	223	229
QTo-W-0244	149	149	182	182	220	222	137	137	187	187	204	204	110	114	162	164	223	229
QTo-W-0245	149	161	-9	-9	220	224	137	137	187	187	208	236	108	110	162	164	226	226
QTo-W-0251	149	149	179	179	226	228	137	137	199	217	230	238	108	110	162	162	229	229
QTo-W-0252	-9	-9	-9	-9	-9	-9	137	137	199	217	-9	-9	108	118	160	160	226	229
QTo-W-0253	149	161	170	170	222	226	137	137	187	187	216	224	108	110	158	162	223	226
QTo-W-0255	-9	-9	-9	-9	-9	-9	137	137	201	203	-9	-9	108	110	162	162	226	229
QTo-W-0256	149	161	173	173	220	222	137	137	201	203	-9	-9	108	110	162	162	226	229
QTo-W-0258	149	149	173	173	222	222	137	137	195	203	216	228	110	110	162	162	226	229
QTo-W-0259	147	161	173	179	226	250	137	137	187	187	216	236	108	108	158	164	229	229
QTo-W-0260	147	161	-9	-9	216	216	137	137	187	187	-9	-9	108	108	158	164	229	229
QTo-W-0261	147	161	173	179	226	250	137	137	187	187	216	236	108	108	158	164	229	229
QTo-W-0264	147	161	173	179	226	250	137	137	187	187	216	236	108	108	158	164	229	229
QTo-W-0265	147	161	173	179	226	250	137	137	187	187	216	236	108	108	158	164	229	229
QTo-W-0266	-9	-9	-9	-9	-9	-9	137	137	187	187	-9	-9	108	108	158	164	229	229
QTo-W-0270	147	161	173	179	226	250	137	137	187	187	216	236	108	108	158	164	229	229
QTo-W-0271	-9	-9	-9	-9	-9	-9	137	137	187	187	252	254	108	108	158	164	229	229
QTo-W-0272	147	161	173	179	226	250	137	137	187	187	216	236	108	108	158	164	229	229
QTo-W-0274	149	149	170	179	218	266	137	137	-9	-9	210	266	110	110	162	162	226	226
QTo-W-0275	149	149	173	173	218	220	137	137	199	219	206	210	108	114	160	162	226	229
QTo-W-0278	149	149	179	179	220	220	137	137	199	199	210	218	108	110	162	162	223	229
QTo-W-0279	-9	-9	-9	-9	-9	-9	137	137	187	187	-9	-9	108	108	162	164	223	229
QTo-W-0283	149	155	173	176	218	224	137	137	187	197	-9	-9	108	110	160	164	229	229
QTo-W-0284	149	155	173	176	218	224	137	137	187	197	210	212	108	110	160	164	229	229
QTo-W-0286	149	155	173	176	218	224	137	137	187	197	210	212	108	110	160	164	229	229
QTo-W-0287	149	149	-9	-9	218	266	137	137	195	197	-9	-9	110	110	162	162	226	226
QTo-W-0289	149	149	-9	-9	218	266	137	137	-9	-9	210	210	110	110	162	162	226	226
QTo-W-0290	149	149	-9	-9	218	266	137	137	195	197	-9	-9	110	110	162	162	226	226
QTo-W-0291	149	149	-9	-9	218	266	137	137	-9	-9	210	210	110	110	162	162	226	226
QTo-W-0293	149	149	173	173	222	258	137	137	227	227	210	236	108	116	160	162	226	226
QTo-W-0294	149	149	173	173	222	258	137	137	227	227	210	236	108	116	160	162	226	226
QTo-W-0295	149	149	173	173	218	222	137	137	-9	-9	206	218	108	108	160	160	223	229
QTo-W-0296	149	149	182	182	222	230	137	137	199	199	-9	-9	108	108	160	160	226	229
QTo-W-0298	149	149	182	182	222	230	137	137	199	199	210	210	108	108	160	160	226	229
QTo-W-0299	149	149	182	182	222	230	137	137	199	199	210	210	108	108	160	160	226	229
QTo-W-0300	149	149	173	182	220	266	137	137	201	201	-9	-9	112	114	160	162	229	229
QTo-W-0302	149	149	176	176	220	228	137	137	187	215	210	216	108	108	162	162	223	229
QTo-W-0303	149	149	176	176	220	228	137	137	187	215	210	216	108	108	162	162	223	229
QTo-W-0304	149	149	176	176	220	228	137	137	187	215	210	216	108	108	162	162	223	229
QTo-W-0305	149	149	179	182	220	222	137	137	195	197	210	232	110	112	160	162	226	226
QTo-W-0306	149	149	179	182	220	222	137	137	195	197	210	232	110	112	160	162	226	226
QTo-W-0307	149	149	179	182	220	222	137	137	195	197	210	232	110	112	160	162	226	226
QTo-W-0308	149	149	179	182	220	222	137	137	-9	-9	210	232	110	112	160	162	226	226
QTo-W-0309	149	149	-9	-9	220	228	137	137	187	187	218	218	108	108	160	162	226	226
QTo-W-0311	149	149	173	173	222	228	137	137	187	187	222	242	108	108	162	162	223	226
QTo-W-0312	147	147	182	182	224	258	137	137	199	199	210	238	108	108	158	162	226	226
QTo-W-0315	147	147	182	182	224	258	137	137	199	199	-9	-9	108	108	158	162	226	226
QTo-W-0316	147	147	182	182	224	258	137	137	199	199	-9	-9	108	108	158	162	226	226
QTo-W-0318	149	149	182	182	218	218	137	137	187	187	210	218	108	112	162	162	223	226
QTo-W-0319	149	149	182	182	218	218	137	137	187	187	210	218	108	112	162	162	223	226
QTo-W-0320	149	149	182	182	218	218	137	137	187	187	210	218	108	112	162	162	223	226
QTo-W-0322	149	149	182	182	218	218	137	137	187	187	-9	-9	108	112	162	162	223	226
QTo-W-0323	149	149	182	182	218	218	137	137	187	187	210	218	108	112	162	162	223	226
QTo-W-0324	149	149	182	182	218	218	137	137	187	187	210	218	108	112	162	162	223	226
QTo-W-0326	149	149	-9	-9	218	220	137	137	187	187	-9	-9	108	108	162	162	226	226
QTo-W-0327	149	149	-9	-9	218	220	137	137	187	187	216	218	108	108	162	162	226	226
QTo-W-0328	149	149	179	179	218	222	137	137	219	219	212	230	112	114	162	162	226	229
QTo-W-0329	149	149	179	179	218	222	137	137	217	217	212	230	112	114	162	162	226	229
QTo-W-0330	149	149	179	179	218	222	137	137	217	217	-9	-9	112	114	162	162	226	229
QTo-W-0332	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9
