9,136,17,1,4,4,5,71,2,5,10,8,9,3,1,3,1,2,4,3
,,,SR_G1,SR_G2,SR_G3,SR_G5,SR_G6,C_PB,C_GC,C_MO,C_TR,SCr,SCl_E1,SCl_E2,SCl_E3,SCl_LTG,SCl_B,SCl_SSG4,SCl_HC
Ind,Pop,QS03797, ,QS00314, ,QpZAG9, ,QS1904, ,MSQ4, ,QpZAG110, ,QrZAG87, ,QpZAG1/5, ,QM69-2M1, 
QTo-W-0007,SR_G1,149,149,179,179,220,222,137,137,187,187,0,0,108,108,160,162,229,229
QTo-W-0009,SR_G2,149,149,176,176,218,226,137,137,243,243,214,222,108,116,160,162,226,229
QTo-W-0010,SR_G2,149,149,173,164,220,218,137,137,203,203,206,214,108,108,160,162,226,229
QTo-W-0011,SR_G2,149,149,176,176,220,218,137,137,243,243,214,222,108,108,160,162,226,229
QTo-W-0012,SR_G2,149,149,173,173,218,218,0,0,203,203,206,218,0,0,160,162,226,229
QTo-W-0020,SR_G3,149,149,0,0,226,226,0,0,203,203,216,208,110,110,162,162,229,229
QTo-W-0021,SR_G3,149,149,179,179,222,226,137,137,0,0,0,0,108,110,162,162,229,229
QTo-W-0023,SR_G3,149,149,179,179,218,226,137,137,0,0,216,238,0,0,162,162,229,229
QTo-W-0024,SR_G3,149,149,179,179,258,218,137,137,201,201,0,0,108,110,162,162,226,229
QTo-W-0033,SR_G5,149,149,173,173,220,224,137,137,197,197,222,208,108,114,162,164,229,223
QTo-W-0035,SR_G5,149,149,173,173,220,224,137,137,197,197,0,0,108,114,162,164,229,223
QTo-W-0036,SR_G5,149,149,173,173,220,224,137,137,197,197,204,204,108,114,162,164,229,223
QTo-W-0039,SR_G5,149,149,179,179,228,222,137,137,187,201,0,0,108,108,162,162,229,229
QTo-W-0041,SR_G5,149,149,179,179,228,222,137,137,187,201,234,242,108,108,162,162,229,229
QTo-W-0044,SR_G6,149,149,176,176,220,226,137,137,195,195,210,222,108,116,162,162,226,226
QTo-W-0047,SR_G6,149,149,176,176,220,218,137,137,247,247,214,222,108,108,160,162,226,229
QTo-W-0048,SR_G6,149,149,176,176,220,218,137,137,243,243,0,0,108,108,160,162,226,229
QTo-W-0049,SR_G6,149,149,173,173,220,218,137,137,203,203,206,214,108,108,160,162,226,229
QTo-W-0050,SR_G6,149,149,182,173,224,226,137,137,0,0,0,0,108,108,162,162,226,229
QTo-W-0052,SR_G6,147,147,176,176,220,220,137,137,195,195,210,218,108,108,162,162,229,223
QTo-W-0054,SR_G6,149,149,173,173,218,218,137,137,203,203,206,218,108,108,160,162,226,229
QTo-W-0056,SR_G6,149,149,176,173,218,218,137,137,203,203,206,214,108,108,160,160,226,229
QTo-W-0057,SR_G6,149,149,176,173,220,218,137,137,203,203,206,222,108,108,160,162,226,226
QTo-W-0058,SR_G6,149,149,173,173,218,256,137,137,203,203,218,218,108,108,160,162,226,229
QTo-W-0059,SR_G6,149,149,176,173,218,226,137,137,195,203,206,210,108,108,160,162,226,229
QTo-W-0060,SR_G6,149,149,176,173,218,218,137,137,203,203,218,222,108,108,160,162,226,229
QTo-W-0061,SR_G6,149,149,179,179,228,256,137,137,203,203,218,246,108,108,162,162,226,229
QTo-W-0062,SR_G6,149,149,173,173,218,256,137,137,203,203,0,0,108,108,160,162,226,229
QTo-W-0065,SR_G6,149,149,179,179,218,256,137,137,203,203,0,0,108,108,160,162,226,229
QTo-W-0067,SR_G6,149,149,176,179,218,256,137,137,203,203,218,222,108,108,162,162,229,229
QTo-W-0071,SR_G6,149,149,179,179,258,222,137,137,187,187,222,258,108,108,162,162,226,229
QTo-W-0072,SR_G6,149,149,179,179,226,226,137,137,187,187,210,238,108,110,162,162,229,229
QTo-W-0075,SR_G6,149,149,179,179,226,226,137,137,201,201,210,216,108,108,162,162,229,229
QTo-W-0076,SR_G6,149,149,179,179,222,226,137,137,197,201,0,0,108,110,162,162,226,229
QTo-W-0077,SR_G6,149,149,173,179,218,226,137,137,201,243,0,0,108,108,162,162,229,229
QTo-W-0079,SR_G6,149,149,179,179,226,226,137,137,203,203,216,208,110,110,162,162,229,229
QTo-W-0080,SR_G6,149,149,0,0,218,222,137,137,203,235,234,218,108,110,162,162,229,229
QTo-W-0081,SR_G6,149,149,179,179,218,222,137,137,197,201,0,0,108,110,162,162,229,229
