QTo-W-0007	1	149	149	179	179	220	222	137	137	187	187	-9	-9	108	108	160	162	229	229
QTo-W-0009	2	149	149	176	176	218	226	137	137	243	243	214	222	108	116	160	162	226	229
QTo-W-0010	2	149	149	173	164	220	218	137	137	203	203	206	214	108	108	160	162	226	229
QTo-W-0011	2	149	149	176	176	220	218	137	137	243	243	214	222	108	108	160	162	226	229
QTo-W-0012	2	149	149	173	173	218	218	-9	-9	203	203	206	218	-9	-9	160	162	226	229
QTo-W-0020	3	149	149	-9	-9	226	226	-9	-9	203	203	216	208	110	110	162	162	229	229
QTo-W-0021	3	149	149	179	179	222	226	137	137	-9	-9	-9	-9	108	110	162	162	229	229
QTo-W-0023	3	149	149	179	179	218	226	137	137	-9	-9	216	238	-9	-9	162	162	229	229
QTo-W-0024	3	149	149	179	179	258	218	137	137	201	201	-9	-9	108	110	162	162	226	229
QTo-W-0033	4	149	149	173	173	220	224	137	137	197	197	222	208	108	114	162	164	229	223
QTo-W-0035	4	149	149	173	173	220	224	137	137	197	197	-9	-9	108	114	162	164	229	223
QTo-W-0036	4	149	149	173	173	220	224	137	137	197	197	204	204	108	114	162	164	229	223
QTo-W-0039	4	149	149	179	179	228	222	137	137	187	201	-9	-9	108	108	162	162	229	229
QTo-W-0041	4	149	149	179	179	228	222	137	137	187	201	234	242	108	108	162	162	229	229
QTo-W-0044	5	149	149	176	176	220	226	137	137	195	195	210	222	108	116	162	162	226	226
QTo-W-0047	5	149	149	176	176	220	218	137	137	247	247	214	222	108	108	160	162	226	229
QTo-W-0048	5	149	149	176	176	220	218	137	137	243	243	-9	-9	108	108	160	162	226	229
QTo-W-0049	5	149	149	173	173	220	218	137	137	203	203	206	214	108	108	160	162	226	229
QTo-W-0050	5	149	149	182	173	224	226	137	137	-9	-9	-9	-9	108	108	162	162	226	229
QTo-W-0052	5	147	147	176	176	220	220	137	137	195	195	210	218	108	108	162	162	229	223
QTo-W-0054	5	149	149	173	173	218	218	137	137	203	203	206	218	108	108	160	162	226	229
QTo-W-0056	5	149	149	176	173	218	218	137	137	203	203	206	214	108	108	160	160	226	229
QTo-W-0057	5	149	149	176	173	220	218	137	137	203	203	206	222	108	108	160	162	226	226
QTo-W-0058	5	149	149	173	173	218	256	137	137	203	203	218	218	108	108	160	162	226	229
QTo-W-0059	5	149	149	176	173	218	226	137	137	195	203	206	210	108	108	160	162	226	229
QTo-W-0060	5	149	149	176	173	218	218	137	137	203	203	218	222	108	108	160	162	226	229
QTo-W-0061	5	149	149	179	179	228	256	137	137	203	203	218	246	108	108	162	162	226	229
QTo-W-0062	5	149	149	173	173	218	256	137	137	203	203	-9	-9	108	108	160	162	226	229
QTo-W-0065	5	149	149	179	179	218	256	137	137	203	203	-9	-9	108	108	160	162	226	229
QTo-W-0067	5	149	149	176	179	218	256	137	137	203	203	218	222	108	108	162	162	229	229
QTo-W-0071	5	149	149	179	179	258	222	137	137	187	187	222	258	108	108	162	162	226	229
QTo-W-0072	5	149	149	179	179	226	226	137	137	187	187	210	238	108	110	162	162	229	229
QTo-W-0075	5	149	149	179	179	226	226	137	137	201	201	210	216	108	108	162	162	229	229
QTo-W-0076	5	149	149	179	179	222	226	137	137	197	201	-9	-9	108	110	162	162	226	229
QTo-W-0077	5	149	149	173	179	218	226	137	137	201	243	-9	-9	108	108	162	162	229	229
QTo-W-0079	5	149	149	179	179	226	226	137	137	203	203	216	208	110	110	162	162	229	229
QTo-W-0080	5	149	149	-9	-9	218	222	137	137	203	235	234	218	108	110	162	162	229	229
QTo-W-0081	5	149	149	179	179	218	222	137	137	197	201	-9	-9	108	110	162	162	229	229
QTo-W-0082	5	149	149	179	179	222	226	137	137	203	203	208	258	108	110	162	162	226	229
QTo-W-0087	5	149	149	179	179	218	226	137	137	201	203	216	238	108	110	162	162	229	229
